pitch_type,px,pz,des,num,gameday_link,start_speed,spin_dir,spin_rate,pfx_x,pfx_z,type,pitcher_name,event,stand
FF,0.211,2.422,"In play, run(s)",20,gid_2016_06_26_lanmlb_pitmlb_1,93.5,171.143,2716.917,2.1,13.41,X,Clayton Kershaw,Double,R
SL,-0.554,0.6,Ball In Dirt,21,gid_2016_06_26_lanmlb_pitmlb_1,90.1,193.852,1163.239,-1.43,5.77,B,Clayton Kershaw,Flyout,R
SL,-0.843,3.301,Swinging Strike,21,gid_2016_06_26_lanmlb_pitmlb_1,88.5,222.348,456.723,-1.6,1.72,S,Clayton Kershaw,Flyout,R
SL,-0.039,1.085,Swinging Strike,21,gid_2016_06_26_lanmlb_pitmlb_1,87.1,228.727,639.975,-2.55,2.19,S,Clayton Kershaw,Flyout,R
FF,0.164,2.706,"In play, out(s)",21,gid_2016_06_26_lanmlb_pitmlb_1,93.4,174.917,2097.877,0.92,10.32,X,Clayton Kershaw,Flyout,R
FF,-0.291,1.883,Called Strike,28,gid_2016_06_26_lanmlb_pitmlb_1,91.8,154.883,2153.252,4.67,9.92,S,Clayton Kershaw,Groundout,R
SL,-0.363,0.227,Ball,28,gid_2016_06_26_lanmlb_pitmlb_1,85.7,230.726,411.645,-1.73,1.37,B,Clayton Kershaw,Groundout,R
FF,0.349,2.653,Called Strike,28,gid_2016_06_26_lanmlb_pitmlb_1,92.1,165.047,2519.661,3.31,12.36,S,Clayton Kershaw,Groundout,R
SL,0.781,2.864,"In play, out(s)",28,gid_2016_06_26_lanmlb_pitmlb_1,87.7,190.934,796.295,-0.8,4.11,X,Clayton Kershaw,Groundout,R
FF,-0.294,3.767,Ball,29,gid_2016_06_26_lanmlb_pitmlb_1,92.3,168.023,2293.842,2.44,11.46,B,Clayton Kershaw,Groundout,R
FF,-0.833,3.626,Called Strike,29,gid_2016_06_26_lanmlb_pitmlb_1,92.4,162.934,2203.082,3.3,10.7,S,Clayton Kershaw,Groundout,R
SL,-0.243,2.468,"In play, out(s)",29,gid_2016_06_26_lanmlb_pitmlb_1,87.9,192.543,645.601,-0.74,3.27,X,Clayton Kershaw,Groundout,R
FF,-0.37,2.868,"In play, out(s)",30,gid_2016_06_26_lanmlb_pitmlb_1,93.4,162.504,2398.113,3.61,11.41,X,Clayton Kershaw,Flyout,R
FF,-1.368,0.81,Ball,34,gid_2016_06_26_lanmlb_pitmlb_1,92.6,172.087,2308.369,1.6,11.5,B,Clayton Kershaw,Pop Out,R
FF,-0.192,2.647,"In play, out(s)",34,gid_2016_06_26_lanmlb_pitmlb_1,93,164.448,2325.271,3.12,11.19,X,Clayton Kershaw,Pop Out,R
FF,-0.212,2.869,Foul,35,gid_2016_06_26_lanmlb_pitmlb_1,93.1,161.823,2247.465,3.53,10.72,S,Clayton Kershaw,Single,R
CU,-0.495,3.553,Ball,35,gid_2016_06_26_lanmlb_pitmlb_1,71.9,7.183,1847.448,1.54,-12.27,B,Clayton Kershaw,Single,R
SL,0.257,4.539,Ball,35,gid_2016_06_26_lanmlb_pitmlb_1,87.4,159.369,843.288,1.59,4.17,B,Clayton Kershaw,Single,R
FF,-0.134,4.099,Ball,35,gid_2016_06_26_lanmlb_pitmlb_1,92.4,166.868,2224.436,2.57,10.96,B,Clayton Kershaw,Single,R
FF,-0.162,2.989,"In play, no out",35,gid_2016_06_26_lanmlb_pitmlb_1,92.3,166.703,2502.676,2.93,12.36,X,Clayton Kershaw,Single,R
FF,-0.59,2.843,"In play, out(s)",36,gid_2016_06_26_lanmlb_pitmlb_1,93.1,168.98,2282.171,2.21,11.33,X,Clayton Kershaw,Sac Bunt,R
FF,-0.142,1.509,Called Strike,37,gid_2016_06_26_lanmlb_pitmlb_1,93.3,170.553,2566.501,2.12,12.71,S,Clayton Kershaw,Single,L
SL,-0.87,1.713,"In play, out(s)",37,gid_2016_06_26_lanmlb_pitmlb_1,89.3,184.061,1010.861,-0.37,5.21,X,Clayton Kershaw,Single,L
NA,NA,NA,Called Strike,43,gid_2016_06_26_lanmlb_pitmlb_1,NA,NA,NA,NA,NA,S,Clayton Kershaw,Strikeout,R
CU,-0.005,3.445,Called Strike,43,gid_2016_06_26_lanmlb_pitmlb_1,71.1,8.197,1497.881,1.4,-9.78,S,Clayton Kershaw,Strikeout,R
SL,0.655,3.076,Swinging Strike,43,gid_2016_06_26_lanmlb_pitmlb_1,87.4,185.647,1017.776,-0.53,5.29,S,Clayton Kershaw,Strikeout,R
SL,-0.726,2.224,Called Strike,44,gid_2016_06_26_lanmlb_pitmlb_1,88.2,166.093,1050.237,1.31,5.26,S,Clayton Kershaw,Strikeout,R
CU,-0.059,2.87,Foul,44,gid_2016_06_26_lanmlb_pitmlb_1,72.5,0.893,1686.029,0.17,-10.9,S,Clayton Kershaw,Strikeout,R
SL,0.559,0.791,Ball,44,gid_2016_06_26_lanmlb_pitmlb_1,89.3,204.009,881.82,-1.87,4.15,B,Clayton Kershaw,Strikeout,R
FF,0.624,2.453,Foul,44,gid_2016_06_26_lanmlb_pitmlb_1,92.8,171.279,2133.618,1.63,10.55,S,Clayton Kershaw,Strikeout,R
SL,-0.314,1.704,Called Strike,44,gid_2016_06_26_lanmlb_pitmlb_1,88.1,202.63,830.874,-1.69,4.01,S,Clayton Kershaw,Strikeout,R
SL,0.718,2.134,Swinging Strike,45,gid_2016_06_26_lanmlb_pitmlb_1,88.3,194.098,659.777,-0.85,3.35,S,Clayton Kershaw,Groundout,R
CU,0.183,0.054,Ball,45,gid_2016_06_26_lanmlb_pitmlb_1,73.1,0.192,1560.413,0.03,-10.19,B,Clayton Kershaw,Groundout,R
FF,-0.168,2.672,Foul,45,gid_2016_06_26_lanmlb_pitmlb_1,92.9,170.765,2163.657,1.75,10.73,S,Clayton Kershaw,Groundout,R
SL,0.614,1.553,"In play, out(s)",45,gid_2016_06_26_lanmlb_pitmlb_1,86.9,225.683,567.383,-2.19,2.1,X,Clayton Kershaw,Groundout,R
SL,-0.613,1.452,Swinging Strike,49,gid_2016_06_26_lanmlb_pitmlb_1,87.2,177.268,910.611,0.23,4.82,S,Clayton Kershaw,Single,R
CU,-0.059,-0.002,Ball,49,gid_2016_06_26_lanmlb_pitmlb_1,73.7,0.246,1552.449,0.04,-10,B,Clayton Kershaw,Single,R
SL,-0.141,1.997,"In play, no out",49,gid_2016_06_26_lanmlb_pitmlb_1,85.2,279.986,449.499,-2.41,-0.47,X,Clayton Kershaw,Single,R
FF,-0.01,2.759,Called Strike,50,gid_2016_06_26_lanmlb_pitmlb_1,92.7,163.372,2417.529,3.45,11.52,S,Clayton Kershaw,Flyout,R
SL,-0.456,0.096,Ball In Dirt,50,gid_2016_06_26_lanmlb_pitmlb_1,88.6,182.699,844.078,-0.21,4.38,B,Clayton Kershaw,Flyout,R
SL,0.363,3.095,Called Strike,50,gid_2016_06_26_lanmlb_pitmlb_1,87.4,183.661,554.537,-0.19,2.91,S,Clayton Kershaw,Flyout,R
FF,1.648,3.084,Ball,50,gid_2016_06_26_lanmlb_pitmlb_1,92.9,178.83,2288.662,0.24,11.55,B,Clayton Kershaw,Flyout,R
SL,0.08,2.965,"In play, out(s)",50,gid_2016_06_26_lanmlb_pitmlb_1,87.7,189.997,313.315,-0.29,1.61,X,Clayton Kershaw,Flyout,R
FF,0.34,4.135,Ball,51,gid_2016_06_26_lanmlb_pitmlb_1,92.7,179.752,2155.366,0.05,10.88,B,Clayton Kershaw,Double,R
SL,-0.228,2.058,Called Strike,51,gid_2016_06_26_lanmlb_pitmlb_1,87,212.079,474.273,-1.35,2.11,S,Clayton Kershaw,Double,R
CU,0.244,1.675,Called Strike,51,gid_2016_06_26_lanmlb_pitmlb_1,71.6,9.071,1474.565,1.54,-9.71,S,Clayton Kershaw,Double,R
FF,0.856,0.974,Ball,51,gid_2016_06_26_lanmlb_pitmlb_1,92.9,179.193,2505.378,0.18,12.66,B,Clayton Kershaw,Double,R
CU,-0.043,0.455,Ball,51,gid_2016_06_26_lanmlb_pitmlb_1,72.7,3.709,1403.358,0.59,-9.18,B,Clayton Kershaw,Double,R
FF,-1.036,2.287,"In play, no out",51,gid_2016_06_26_lanmlb_pitmlb_1,93,179.322,2235.598,0.13,11.22,X,Clayton Kershaw,Double,R
IN,4.117,4.326,Intent Ball,52,gid_2016_06_26_lanmlb_pitmlb_1,52.4,164.051,1208.231,3,10.36,B,Clayton Kershaw,Intent Walk,R
IN,2.976,2.782,Intent Ball,52,gid_2016_06_26_lanmlb_pitmlb_1,53.3,160.635,1290.855,3.75,10.55,B,Clayton Kershaw,Intent Walk,R
IN,4.342,5.647,Intent Ball,52,gid_2016_06_26_lanmlb_pitmlb_1,54.8,162.28,1056.741,2.76,8.53,B,Clayton Kershaw,Intent Walk,R
NA,NA,NA,Intent Ball,52,gid_2016_06_26_lanmlb_pitmlb_1,NA,NA,NA,NA,NA,B,Clayton Kershaw,Intent Walk,R
FF,-0.434,1.416,Called Strike,53,gid_2016_06_26_lanmlb_pitmlb_1,92.9,167.105,2486.038,2.81,12.22,S,Clayton Kershaw,Strikeout,L
SL,-1.228,1.38,Foul,53,gid_2016_06_26_lanmlb_pitmlb_1,90.3,190.55,989.404,-0.94,5.02,S,Clayton Kershaw,Strikeout,L
SL,-1.095,1.763,Foul,53,gid_2016_06_26_lanmlb_pitmlb_1,89.9,199.46,1045.14,-1.79,5.03,S,Clayton Kershaw,Strikeout,L
FF,-0.141,2.757,Swinging Strike,53,gid_2016_06_26_lanmlb_pitmlb_1,93.9,173.215,2566.701,1.51,12.69,S,Clayton Kershaw,Strikeout,L
FF,0.222,2.836,Swinging Strike,1,gid_2016_05_01_sdnmlb_lanmlb_1,92.6,183.52,2453.465,-0.76,12.39,S,Clayton Kershaw,Strikeout,L
FF,0.203,2.595,Swinging Strike,1,gid_2016_05_01_sdnmlb_lanmlb_1,92.2,178.174,2589.603,0.42,13.1,S,Clayton Kershaw,Strikeout,L
CU,-0.341,2.582,Called Strike,1,gid_2016_05_01_sdnmlb_lanmlb_1,73.4,359.693,1576.784,-0.06,-10.31,S,Clayton Kershaw,Strikeout,L
FF,-1.434,1.865,Ball,2,gid_2016_05_01_sdnmlb_lanmlb_1,93.1,171.208,2167.965,1.68,10.83,B,Clayton Kershaw,Strikeout,R
FF,-0.518,2.809,Called Strike,2,gid_2016_05_01_sdnmlb_lanmlb_1,91.4,167.234,2138.193,2.44,10.72,S,Clayton Kershaw,Strikeout,R
SL,-0.828,1.389,Foul,2,gid_2016_05_01_sdnmlb_lanmlb_1,88.4,253.52,933.124,-4.71,1.35,S,Clayton Kershaw,Strikeout,R
CU,-0.393,4.177,Ball,2,gid_2016_05_01_sdnmlb_lanmlb_1,72.3,356.032,1840.081,-0.83,-11.99,B,Clayton Kershaw,Strikeout,R
SL,-1.173,1.426,Swinging Strike,2,gid_2016_05_01_sdnmlb_lanmlb_1,86.7,268.582,641.425,-3.44,0.04,S,Clayton Kershaw,Strikeout,R
SL,-0.773,2.167,Swinging Strike,3,gid_2016_05_01_sdnmlb_lanmlb_1,88.3,212.161,925.749,-2.62,4.12,S,Clayton Kershaw,Strikeout,R
CU,0.26,3.575,Swinging Strike,3,gid_2016_05_01_sdnmlb_lanmlb_1,72,2.036,1516.039,0.35,-9.97,S,Clayton Kershaw,Strikeout,R
FF,0.62,1.874,Called Strike,3,gid_2016_05_01_sdnmlb_lanmlb_1,92.6,171.242,2680.161,2.07,13.36,S,Clayton Kershaw,Strikeout,R
FF,-0.002,3.071,Swinging Strike,7,gid_2016_05_01_sdnmlb_lanmlb_1,91.7,172.391,2292.03,1.55,11.55,S,Clayton Kershaw,Strikeout,R
FF,-0.692,0.509,Ball,7,gid_2016_05_01_sdnmlb_lanmlb_1,92,183.01,2549.68,-0.67,12.74,B,Clayton Kershaw,Strikeout,R
SL,-1.003,1.988,Swinging Strike,7,gid_2016_05_01_sdnmlb_lanmlb_1,88.8,219.336,1327.673,-4.46,5.39,S,Clayton Kershaw,Strikeout,R
SL,-0.785,1.173,Ball,7,gid_2016_05_01_sdnmlb_lanmlb_1,88.1,204.494,1168.965,-2.57,5.6,B,Clayton Kershaw,Strikeout,R
FF,0.192,2.435,Called Strike,7,gid_2016_05_01_sdnmlb_lanmlb_1,93.1,184.383,2495.648,-0.96,12.51,S,Clayton Kershaw,Strikeout,R
FF,-1.113,2.824,Called Strike,8,gid_2016_05_01_sdnmlb_lanmlb_1,92.7,173.67,2214.17,1.24,11.16,S,Clayton Kershaw,Groundout,R
CU,-0.111,0.103,Ball,8,gid_2016_05_01_sdnmlb_lanmlb_1,74.3,9.176,1523.373,1.54,-9.57,B,Clayton Kershaw,Groundout,R
FF,-0.394,3.07,Foul,8,gid_2016_05_01_sdnmlb_lanmlb_1,92.9,178.414,2269.717,0.31,11.27,S,Clayton Kershaw,Groundout,R
CU,-0.513,1.533,Foul,8,gid_2016_05_01_sdnmlb_lanmlb_1,73.7,351.728,1785.216,-1.65,-11.38,S,Clayton Kershaw,Groundout,R
SL,-0.879,2.536,Foul,8,gid_2016_05_01_sdnmlb_lanmlb_1,87,242.662,981.222,-4.66,2.36,S,Clayton Kershaw,Groundout,R
FF,0.578,1.778,"In play, out(s)",8,gid_2016_05_01_sdnmlb_lanmlb_1,93.9,171.807,2661.932,1.89,13.06,X,Clayton Kershaw,Groundout,R
FF,-1.699,2.381,Ball,9,gid_2016_05_01_sdnmlb_lanmlb_1,92,176.679,2130.047,0.63,10.73,B,Clayton Kershaw,Lineout,R
FF,-0.738,1.463,Called Strike,9,gid_2016_05_01_sdnmlb_lanmlb_1,92.3,163.044,2521.96,3.7,12.1,S,Clayton Kershaw,Lineout,R
CH,-0.011,2.249,"In play, out(s)",9,gid_2016_05_01_sdnmlb_lanmlb_1,88.7,143.441,2322.372,7.17,9.62,X,Clayton Kershaw,Lineout,R
SL,-0.697,1.857,Swinging Strike,13,gid_2016_05_01_sdnmlb_lanmlb_1,88.3,193.486,915.343,-1.1,4.56,S,Clayton Kershaw,Groundout,R
SL,-0.292,2.707,Swinging Strike,13,gid_2016_05_01_sdnmlb_lanmlb_1,88.1,227.098,1024.018,-3.92,3.6,S,Clayton Kershaw,Groundout,R
CU,-0.161,2.319,"In play, out(s)",13,gid_2016_05_01_sdnmlb_lanmlb_1,72.9,350.347,1724.625,-1.86,-11.02,X,Clayton Kershaw,Groundout,R
FF,-0.556,2.448,Called Strike,14,gid_2016_05_01_sdnmlb_lanmlb_1,92.1,177.202,2258.509,0.56,11.32,S,Clayton Kershaw,Groundout,R
CU,0.095,0.969,Ball,14,gid_2016_05_01_sdnmlb_lanmlb_1,72.8,345.019,1621.339,-2.71,-10.18,B,Clayton Kershaw,Groundout,R
FF,-0.346,1.622,"In play, out(s)",14,gid_2016_05_01_sdnmlb_lanmlb_1,92.8,170.119,2860.453,2.48,14.22,X,Clayton Kershaw,Groundout,R
FF,-0.816,1.745,"In play, out(s)",15,gid_2016_05_01_sdnmlb_lanmlb_1,92.8,178.438,2433.921,0.33,12.18,X,Clayton Kershaw,Groundout,R
FF,-0.189,3.212,Swinging Strike,20,gid_2016_05_01_sdnmlb_lanmlb_1,92.7,183.226,2371.688,-0.67,11.88,S,Clayton Kershaw,Strikeout,L
CU,0.609,3.545,Ball,20,gid_2016_05_01_sdnmlb_lanmlb_1,73,336.198,1636.981,-4.29,-9.78,B,Clayton Kershaw,Strikeout,L
SL,-1.374,1.915,Swinging Strike,20,gid_2016_05_01_sdnmlb_lanmlb_1,87.7,244.053,1020.251,-4.82,2.3,S,Clayton Kershaw,Strikeout,L
SL,-0.54,2.657,Swinging Strike,20,gid_2016_05_01_sdnmlb_lanmlb_1,89.2,187.052,1342.093,-0.86,6.94,S,Clayton Kershaw,Strikeout,L
SL,-0.452,2.602,Swinging Strike,21,gid_2016_05_01_sdnmlb_lanmlb_1,89.4,205.315,1064.375,-2.38,4.98,S,Clayton Kershaw,Groundout,R
CU,-0.742,2.327,Foul,21,gid_2016_05_01_sdnmlb_lanmlb_1,73.6,352.902,1634.663,-1.3,-10.47,S,Clayton Kershaw,Groundout,R
SL,0.645,2.219,Foul,21,gid_2016_05_01_sdnmlb_lanmlb_1,89.1,189.95,1441.893,-1.3,7.39,S,Clayton Kershaw,Groundout,R
SL,-0.91,2.189,"In play, out(s)",21,gid_2016_05_01_sdnmlb_lanmlb_1,87.6,194.109,797.878,-1.02,4.03,X,Clayton Kershaw,Groundout,R
FF,-1.118,2.509,"In play, out(s)",22,gid_2016_05_01_sdnmlb_lanmlb_1,93.1,176.993,2527.871,0.67,12.75,X,Clayton Kershaw,Groundout,R
FF,-0.669,1.721,Called Strike,26,gid_2016_05_01_sdnmlb_lanmlb_1,91.5,188.545,2586.816,-1.96,13.01,S,Clayton Kershaw,Strikeout,R
SL,-0.388,1.83,Foul,26,gid_2016_05_01_sdnmlb_lanmlb_1,87.6,231.624,780.802,-3.24,2.52,S,Clayton Kershaw,Strikeout,R
CU,-0.266,0.011,Ball,26,gid_2016_05_01_sdnmlb_lanmlb_1,73.8,356.981,1503.542,-0.51,-9.7,B,Clayton Kershaw,Strikeout,R
CU,-0.449,-0.176,Ball,26,gid_2016_05_01_sdnmlb_lanmlb_1,73.7,353.076,1535.481,-1.19,-9.86,B,Clayton Kershaw,Strikeout,R
FF,0.236,1.874,Called Strike,26,gid_2016_05_01_sdnmlb_lanmlb_1,92.8,191.331,2562.824,-2.55,12.69,S,Clayton Kershaw,Strikeout,R
SL,-0.573,3.441,Called Strike,27,gid_2016_05_01_sdnmlb_lanmlb_1,87.7,256.406,775.499,-3.98,0.92,S,Clayton Kershaw,Pop Out,R
FF,-0.783,3.304,"In play, out(s)",27,gid_2016_05_01_sdnmlb_lanmlb_1,93.1,181.791,2190.492,-0.34,10.81,X,Clayton Kershaw,Pop Out,R
SL,-0.045,3.108,Foul,28,gid_2016_05_01_sdnmlb_lanmlb_1,86.9,200.409,1211.393,-2.3,6.14,S,Clayton Kershaw,Single,R
FF,-1.245,2.557,Ball,28,gid_2016_05_01_sdnmlb_lanmlb_1,92.5,179.676,1959.283,0.06,9.86,B,Clayton Kershaw,Single,R
SL,-1.112,1.62,Swinging Strike,28,gid_2016_05_01_sdnmlb_lanmlb_1,87.9,245.172,666.366,-3.17,1.42,S,Clayton Kershaw,Single,R
CU,0.11,4.432,Ball,28,gid_2016_05_01_sdnmlb_lanmlb_1,71.4,357.486,1708.367,-0.48,-11.11,B,Clayton Kershaw,Single,R
SL,-1.016,1.82,Foul,28,gid_2016_05_01_sdnmlb_lanmlb_1,86.9,227.602,878.551,-3.46,3.11,S,Clayton Kershaw,Single,R
FF,0.529,2.901,"In play, out(s)",28,gid_2016_05_01_sdnmlb_lanmlb_1,93.1,186.844,2675.188,-1.62,13.47,X,Clayton Kershaw,Single,R
FF,-0.195,2.25,Called Strike,34,gid_2016_05_01_sdnmlb_lanmlb_1,91.2,176.068,2526.267,0.88,12.79,S,Clayton Kershaw,Strikeout,R
SL,-1.066,0.082,Ball,34,gid_2016_05_01_sdnmlb_lanmlb_1,86.6,229.236,825.941,-3.4,2.89,B,Clayton Kershaw,Strikeout,R
SL,-1.306,1.088,Swinging Strike,34,gid_2016_05_01_sdnmlb_lanmlb_1,85.9,236.144,797.43,-3.53,2.32,S,Clayton Kershaw,Strikeout,R
SL,-0.082,1.184,Swinging Strike,34,gid_2016_05_01_sdnmlb_lanmlb_1,87.1,237.784,1422.616,-6.36,3.96,S,Clayton Kershaw,Strikeout,R
FF,-0.514,1.818,"In play, out(s)",35,gid_2016_05_01_sdnmlb_lanmlb_1,93.2,188.23,1981.057,-1.41,9.68,X,Clayton Kershaw,Groundout,R
FF,0.212,2.696,Called Strike,36,gid_2016_05_01_sdnmlb_lanmlb_1,92.2,179.709,2692.278,0.07,13.48,S,Clayton Kershaw,Strikeout,R
FF,-2.102,1.659,Ball,36,gid_2016_05_01_sdnmlb_lanmlb_1,92.6,174.934,2566.154,1.15,12.88,B,Clayton Kershaw,Strikeout,R
FF,-1.45,1.877,Foul,36,gid_2016_05_01_sdnmlb_lanmlb_1,92.3,188.728,2335.872,-1.8,11.66,S,Clayton Kershaw,Strikeout,R
CU,0.586,0.658,Ball,36,gid_2016_05_01_sdnmlb_lanmlb_1,72.3,332.817,1274.926,-3.84,-7.54,B,Clayton Kershaw,Strikeout,R
FF,-0.88,3.771,Swinging Strike,36,gid_2016_05_01_sdnmlb_lanmlb_1,91.6,192.384,2076.147,-2.3,10.44,S,Clayton Kershaw,Strikeout,R
FF,-0.261,1.968,Called Strike,40,gid_2016_05_01_sdnmlb_lanmlb_1,92.1,182.939,2514.095,-0.66,12.76,S,Clayton Kershaw,Strikeout,L
FF,-0.982,2.754,Swinging Strike,40,gid_2016_05_01_sdnmlb_lanmlb_1,92,188.658,2366.321,-1.81,11.83,S,Clayton Kershaw,Strikeout,L
FF,-1.127,2.451,Ball,40,gid_2016_05_01_sdnmlb_lanmlb_1,92,176.401,2777.496,0.88,13.94,B,Clayton Kershaw,Strikeout,L
SL,-0.937,-0.121,Ball,40,gid_2016_05_01_sdnmlb_lanmlb_1,88.7,201.273,1157.073,-2.21,5.63,B,Clayton Kershaw,Strikeout,L
FF,-0.469,1.843,Foul Tip,40,gid_2016_05_01_sdnmlb_lanmlb_1,92.9,178.192,2408.027,0.39,12.2,S,Clayton Kershaw,Strikeout,L
SL,-1.071,1.353,Ball,41,gid_2016_05_01_sdnmlb_lanmlb_1,88.4,186.516,964.754,-0.58,5.03,B,Clayton Kershaw,Single,R
SL,-0.806,1.612,Swinging Strike,41,gid_2016_05_01_sdnmlb_lanmlb_1,87.6,217.314,1161.801,-3.79,4.93,S,Clayton Kershaw,Single,R
FF,-1.522,1.809,Ball,41,gid_2016_05_01_sdnmlb_lanmlb_1,93.4,179.778,2504.411,0.05,12.54,B,Clayton Kershaw,Single,R
FF,-1.032,0.938,Ball,41,gid_2016_05_01_sdnmlb_lanmlb_1,92.6,179.489,2515.891,0.11,12.6,B,Clayton Kershaw,Single,R
FF,-0.638,2.162,Called Strike,41,gid_2016_05_01_sdnmlb_lanmlb_1,93.4,190.029,2612.162,-2.28,12.86,S,Clayton Kershaw,Single,R
SL,-0.307,2.32,"In play, no out",41,gid_2016_05_01_sdnmlb_lanmlb_1,88.7,212.427,1495.028,-4.23,6.61,X,Clayton Kershaw,Single,R
FF,-0.674,2.395,"In play, no out",42,gid_2016_05_01_sdnmlb_lanmlb_1,94,187.854,2266.008,-1.55,11.22,X,Clayton Kershaw,Single,R
SL,-0.011,-0.321,Ball In Dirt,43,gid_2016_05_01_sdnmlb_lanmlb_1,90.6,190.188,1722.13,-1.58,8.73,B,Clayton Kershaw,Strikeout,R
FF,-0.644,2.458,Foul,43,gid_2016_05_01_sdnmlb_lanmlb_1,93.5,179.735,1868.308,0.04,9.33,S,Clayton Kershaw,Strikeout,R
SL,-0.343,2.536,Swinging Strike,43,gid_2016_05_01_sdnmlb_lanmlb_1,88.1,215.203,1141.059,-3.48,4.89,S,Clayton Kershaw,Strikeout,R
SL,-0.037,2.812,Swinging Strike,43,gid_2016_05_01_sdnmlb_lanmlb_1,89.2,198.854,1089.6,-1.84,5.34,S,Clayton Kershaw,Strikeout,R
FF,-0.755,2.687,"In play, out(s)",44,gid_2016_05_01_sdnmlb_lanmlb_1,93.2,175.9,2215.061,0.79,10.98,X,Clayton Kershaw,Flyout,R
SL,-0.73,2.104,Foul,48,gid_2016_05_01_sdnmlb_lanmlb_1,87.7,226.66,1226.029,-4.69,4.38,S,Clayton Kershaw,Strikeout,R
CU,-0.505,2.166,Foul,48,gid_2016_05_01_sdnmlb_lanmlb_1,72,341.344,1289.16,-2.68,-7.99,S,Clayton Kershaw,Strikeout,R
CU,0.213,-1.303,Swinging Strike (Blocked),48,gid_2016_05_01_sdnmlb_lanmlb_1,74.5,323.868,1395.656,-5.19,-7.18,S,Clayton Kershaw,Strikeout,R
SL,-0.43,3.633,Ball,49,gid_2016_05_01_sdnmlb_lanmlb_1,86.7,218.699,1206.902,-4.03,4.99,B,Clayton Kershaw,Strikeout,R
FF,-0.826,3.201,Called Strike,49,gid_2016_05_01_sdnmlb_lanmlb_1,91.6,186.96,1688.115,-1.03,8.37,S,Clayton Kershaw,Strikeout,R
CU,-0.16,1.349,Foul,49,gid_2016_05_01_sdnmlb_lanmlb_1,72.6,347.856,1151.657,-1.54,-7.23,S,Clayton Kershaw,Strikeout,R
SL,-0.165,0.354,Ball,49,gid_2016_05_01_sdnmlb_lanmlb_1,88.1,197.332,1334.234,-2.11,6.71,B,Clayton Kershaw,Strikeout,R
SL,-0.688,1.595,Swinging Strike,49,gid_2016_05_01_sdnmlb_lanmlb_1,86.1,257.023,1103.725,-5.77,1.28,S,Clayton Kershaw,Strikeout,R
FF,-1.189,3.525,"In play, out(s)",50,gid_2016_05_01_sdnmlb_lanmlb_1,92.6,169.737,2173.208,1.96,10.81,X,Clayton Kershaw,Pop Out,R
SL,-0.087,2.313,Called Strike,55,gid_2016_05_01_sdnmlb_lanmlb_1,87.4,208.245,1307.151,-3.29,6.08,S,Clayton Kershaw,Strikeout,L
FF,0.219,3.345,Ball,55,gid_2016_05_01_sdnmlb_lanmlb_1,92.7,181.607,2443.038,-0.35,12.28,B,Clayton Kershaw,Strikeout,L
FF,-0.45,2.431,Foul,55,gid_2016_05_01_sdnmlb_lanmlb_1,93,178.684,2470.251,0.28,12.26,S,Clayton Kershaw,Strikeout,L
SL,-0.513,2.482,Foul,55,gid_2016_05_01_sdnmlb_lanmlb_1,88.6,239.934,1204.891,-5.44,3.1,S,Clayton Kershaw,Strikeout,L
CU,-0.129,2.705,Called Strike,55,gid_2016_05_01_sdnmlb_lanmlb_1,73.2,347.002,1841.346,-2.65,-11.54,S,Clayton Kershaw,Strikeout,L
SL,-1.246,2.523,Ball,56,gid_2016_05_01_sdnmlb_lanmlb_1,88.5,232.591,812.497,-3.4,2.56,B,Clayton Kershaw,Strikeout,L
FF,-0.605,2.518,Swinging Strike,56,gid_2016_05_01_sdnmlb_lanmlb_1,92.9,192.498,2242.062,-2.45,11.02,S,Clayton Kershaw,Strikeout,L
FF,-0.734,2.026,Swinging Strike,56,gid_2016_05_01_sdnmlb_lanmlb_1,92.3,181.459,2827.699,-0.36,14.26,S,Clayton Kershaw,Strikeout,L
FF,-0.872,2.537,Swinging Strike,56,gid_2016_05_01_sdnmlb_lanmlb_1,92.6,185.443,2240.593,-1.06,11.04,S,Clayton Kershaw,Strikeout,L
FF,-0.903,0.838,Ball,57,gid_2016_05_01_sdnmlb_lanmlb_1,94,202,1245.83,-2.36,5.8,B,Clayton Kershaw,Groundout,R
SL,-0.59,2.546,"In play, out(s)",57,gid_2016_05_01_sdnmlb_lanmlb_1,87,252.096,903.988,-4.57,1.43,X,Clayton Kershaw,Groundout,R
FF,-1.522,3.621,Ball,6,gid_2016_05_07_lanmlb_tormlb_1,92.3,172.664,2022.797,1.31,10.11,B,Clayton Kershaw,Strikeout,R
FF,-0.516,2.927,Foul,6,gid_2016_05_07_lanmlb_tormlb_1,92.5,183.776,1997.554,-0.66,10.01,S,Clayton Kershaw,Strikeout,R
SL,-0.2,1.743,Foul,6,gid_2016_05_07_lanmlb_tormlb_1,88,225.713,875.444,-3.32,3.2,S,Clayton Kershaw,Strikeout,R
FF,1.588,3.195,Ball,6,gid_2016_05_07_lanmlb_tormlb_1,93.1,167.834,1729.418,1.85,8.56,B,Clayton Kershaw,Strikeout,R
SL,0.198,2.421,Foul,6,gid_2016_05_07_lanmlb_tormlb_1,88.1,174.723,1455.99,0.71,7.6,S,Clayton Kershaw,Strikeout,R
SL,0.691,3.154,Swinging Strike,6,gid_2016_05_07_lanmlb_tormlb_1,85.5,208.792,736.306,-1.93,3.47,S,Clayton Kershaw,Strikeout,R
