pitch_type,px,pz,des,num,gameday_link,start_speed,spin_dir,spin_rate,pfx_x,pfx_z,type,pitcher_name,event,stand,Pitch_Type,Foul,InPlay,Miss,Swing
FF,0.575,3.16,"In play, no out",16,gid_2016_06_20_wasmlb_lanmlb_1,92.5,178.234,2866.298,0.45,14.5,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.627,1.946,"In play, out(s)",17,gid_2016_06_20_wasmlb_lanmlb_1,93.3,173.652,2810.864,1.56,13.98,X,Clayton Kershaw,Forceout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.091,3.328,Foul,21,gid_2016_06_20_wasmlb_lanmlb_1,92,175.285,2326.031,0.96,11.63,S,Clayton Kershaw,Single,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,1.166,2.396,"In play, no out",21,gid_2016_06_20_wasmlb_lanmlb_1,93.3,184.133,2832.757,-1.01,13.99,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.474,2.275,Swinging Strike,22,gid_2016_06_20_wasmlb_lanmlb_1,88.8,248.151,857.063,-4.14,1.62,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.564,2.052,Swinging Strike,22,gid_2016_06_20_wasmlb_lanmlb_1,87.6,242.854,984.357,-4.63,2.33,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.083,2.177,Foul,23,gid_2016_06_20_wasmlb_lanmlb_1,94,176.31,2440.292,0.77,11.83,S,Clayton Kershaw,Flyout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-1.174,2.855,Foul,23,gid_2016_06_20_wasmlb_lanmlb_1,88.4,235.833,1094.828,-4.7,3.15,S,Clayton Kershaw,Flyout,L,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.26,2.503,"In play, out(s)",23,gid_2016_06_20_wasmlb_lanmlb_1,93.4,179.326,2582.626,0.15,12.81,X,Clayton Kershaw,Flyout,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.381,1.453,Swinging Strike,24,gid_2016_06_20_wasmlb_lanmlb_1,85.9,220.956,988.358,-3.48,3.96,S,Clayton Kershaw,Lineout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.481,2.204,"In play, out(s)",24,gid_2016_06_20_wasmlb_lanmlb_1,93.4,184.306,2403.727,-0.9,11.85,X,Clayton Kershaw,Lineout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.658,1.804,Foul,29,gid_2016_06_20_wasmlb_lanmlb_1,87.7,209.404,978.031,-2.51,4.42,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.661,1.71,Swinging Strike,29,gid_2016_06_20_wasmlb_lanmlb_1,86.7,240.567,1058.974,-4.93,2.74,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,0.646,1.338,Swinging Strike,30,gid_2016_06_20_wasmlb_lanmlb_1,73,353.422,1123.669,-0.83,-7.26,S,Clayton Kershaw,Flyout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
CU,0.08,1.664,"In play, out(s)",30,gid_2016_06_20_wasmlb_lanmlb_1,72.5,345.484,1491.365,-2.4,-9.33,X,Clayton Kershaw,Flyout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,0.025,2.827,"In play, out(s)",31,gid_2016_06_20_wasmlb_lanmlb_1,93.3,181.951,2561.36,-0.43,12.66,X,Clayton Kershaw,Pop Out,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
CU,0.02,3.567,"In play, out(s)",36,gid_2016_06_20_wasmlb_lanmlb_1,70.8,354.204,1453.631,-0.98,-9.71,X,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-0.341,2.169,"In play, no out",37,gid_2016_06_20_wasmlb_lanmlb_1,92.4,178.585,2425.703,0.3,12.19,X,Clayton Kershaw,Double,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.418,2.105,Swinging Strike,38,gid_2016_06_20_wasmlb_lanmlb_1,86,248.059,1042.549,-5.21,2.05,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.022,2.897,Foul,38,gid_2016_06_20_wasmlb_lanmlb_1,93.4,173.538,2769.013,1.55,13.61,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.715,1.536,Foul,38,gid_2016_06_20_wasmlb_lanmlb_1,87.7,234.785,1031.671,-4.44,3.09,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.45,0.531,Swinging Strike (Blocked),38,gid_2016_06_20_wasmlb_lanmlb_1,86.8,266.791,1097.727,-5.88,0.28,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-1.086,2.464,Swinging Strike,39,gid_2016_06_20_wasmlb_lanmlb_1,93.2,183.476,2367.298,-0.71,11.69,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-1.074,2.168,Swinging Strike,39,gid_2016_06_20_wasmlb_lanmlb_1,94.7,194.407,2143.991,-2.61,10.14,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.639,2.81,"In play, no out",45,gid_2016_06_20_wasmlb_lanmlb_1,87.5,202.196,884.073,-1.77,4.3,X,Clayton Kershaw,Single,L,Slider,FALSE,TRUE,FALSE,TRUE
CU,-0.271,-1.247,Swinging Strike (Blocked),46,gid_2016_06_20_wasmlb_lanmlb_1,74.3,6.549,1273,0.92,-8.1,S,Clayton Kershaw,Forceout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
CU,0.077,0.798,"In play, out(s)",46,gid_2016_06_20_wasmlb_lanmlb_1,72.4,353.856,1422.758,-0.98,-9.13,X,Clayton Kershaw,Forceout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,0.156,2.573,"In play, no out",47,gid_2016_06_20_wasmlb_lanmlb_1,93.3,179.312,2513.479,0.15,12.57,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.139,2.595,"In play, run(s)",48,gid_2016_06_20_wasmlb_lanmlb_1,93.5,175.505,2285.617,0.89,11.26,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.068,2.573,"In play, out(s)",49,gid_2016_06_20_wasmlb_lanmlb_1,94.4,184.904,2524.631,-1.07,12.4,X,Clayton Kershaw,Lineout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.693,3.261,Foul,50,gid_2016_06_20_wasmlb_lanmlb_1,93.5,174.314,2743.881,1.35,13.52,S,Clayton Kershaw,Flyout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.421,4.288,Swinging Strike,50,gid_2016_06_20_wasmlb_lanmlb_1,92.8,178.785,2315.894,0.24,11.41,S,Clayton Kershaw,Flyout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
CU,0.633,2.409,"In play, out(s)",50,gid_2016_06_20_wasmlb_lanmlb_1,73.7,353.147,1353.315,-1.03,-8.65,X,Clayton Kershaw,Flyout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
SL,-0.441,2.113,Swinging Strike,7,gid_2016_06_26_lanmlb_pitmlb_1,88.6,187.795,426.645,-0.3,2.13,S,Clayton Kershaw,Single,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.678,2.639,"In play, no out",7,gid_2016_06_26_lanmlb_pitmlb_1,93.7,168.993,2193.435,2.06,10.53,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.103,3.548,Foul,8,gid_2016_06_26_lanmlb_pitmlb_1,93.6,165.977,2399.686,2.92,11.64,S,Clayton Kershaw,Forceout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,0.249,2.344,"In play, out(s)",8,gid_2016_06_26_lanmlb_pitmlb_1,87.5,181.862,674.674,-0.12,3.52,X,Clayton Kershaw,Forceout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.451,3.122,"In play, out(s)",9,gid_2016_06_26_lanmlb_pitmlb_1,92.7,162.144,2237.914,3.44,10.65,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
CU,0.012,1.803,Foul,10,gid_2016_06_26_lanmlb_pitmlb_1,73.1,12.62,1436.637,2.01,-9.04,S,Clayton Kershaw,Groundout,R,Curve Ball,TRUE,FALSE,FALSE,TRUE
CU,0.402,1.895,"In play, out(s)",10,gid_2016_06_26_lanmlb_pitmlb_1,72.3,14.445,1489.529,2.4,-9.39,X,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-0.425,1.655,Swinging Strike,14,gid_2016_06_26_lanmlb_pitmlb_1,93.4,163.855,2393.92,3.31,11.39,S,Clayton Kershaw,Flyout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.35,2.711,"In play, out(s)",14,gid_2016_06_26_lanmlb_pitmlb_1,93.2,161.895,2314.734,3.61,11.01,X,Clayton Kershaw,Flyout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.191,2.983,"In play, no out",15,gid_2016_06_26_lanmlb_pitmlb_1,93,162.427,1896.13,2.87,9.01,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.892,2.454,"In play, no out",16,gid_2016_06_26_lanmlb_pitmlb_1,88.7,183.211,715.679,-0.21,3.69,X,Clayton Kershaw,Single,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,-0.052,1.998,Swinging Strike,17,gid_2016_06_26_lanmlb_pitmlb_1,88.9,173.832,701.729,0.4,3.61,S,Clayton Kershaw,Walk,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.06,2.517,Foul,17,gid_2016_06_26_lanmlb_pitmlb_1,93.8,174.961,2207.734,0.96,10.88,S,Clayton Kershaw,Walk,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,0.132,2.48,Foul,18,gid_2016_06_26_lanmlb_pitmlb_1,94.2,171.705,2252.191,1.62,11.05,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,0.523,3.425,Foul,18,gid_2016_06_26_lanmlb_pitmlb_1,93.9,173.297,2476.016,1.46,12.35,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,0.794,3.325,Foul,18,gid_2016_06_26_lanmlb_pitmlb_1,93.4,172.866,2043.272,1.26,10.05,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.466,3.599,Foul,18,gid_2016_06_26_lanmlb_pitmlb_1,88.5,211.726,499.622,-1.37,2.18,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,-0.024,2.593,Foul,18,gid_2016_06_26_lanmlb_pitmlb_1,93.2,168.908,1902.133,1.84,9.33,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.285,2.414,Swinging Strike,18,gid_2016_06_26_lanmlb_pitmlb_1,88.8,217.078,627.942,-1.95,2.53,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.242,3.096,Swinging Strike,19,gid_2016_06_26_lanmlb_pitmlb_1,92.8,179.194,2173.806,0.15,10.81,S,Clayton Kershaw,Single,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,0.343,2.65,"In play, run(s)",19,gid_2016_06_26_lanmlb_pitmlb_1,93.7,172.879,1992.969,1.22,9.72,X,Clayton Kershaw,Single,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.211,2.422,"In play, run(s)",20,gid_2016_06_26_lanmlb_pitmlb_1,93.5,171.143,2716.917,2.1,13.41,X,Clayton Kershaw,Double,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.843,3.301,Swinging Strike,21,gid_2016_06_26_lanmlb_pitmlb_1,88.5,222.348,456.723,-1.6,1.72,S,Clayton Kershaw,Flyout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.039,1.085,Swinging Strike,21,gid_2016_06_26_lanmlb_pitmlb_1,87.1,228.727,639.975,-2.55,2.19,S,Clayton Kershaw,Flyout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.164,2.706,"In play, out(s)",21,gid_2016_06_26_lanmlb_pitmlb_1,93.4,174.917,2097.877,0.92,10.32,X,Clayton Kershaw,Flyout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,0.781,2.864,"In play, out(s)",28,gid_2016_06_26_lanmlb_pitmlb_1,87.7,190.934,796.295,-0.8,4.11,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,-0.243,2.468,"In play, out(s)",29,gid_2016_06_26_lanmlb_pitmlb_1,87.9,192.543,645.601,-0.74,3.27,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.37,2.868,"In play, out(s)",30,gid_2016_06_26_lanmlb_pitmlb_1,93.4,162.504,2398.113,3.61,11.41,X,Clayton Kershaw,Flyout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.192,2.647,"In play, out(s)",34,gid_2016_06_26_lanmlb_pitmlb_1,93,164.448,2325.271,3.12,11.19,X,Clayton Kershaw,Pop Out,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.212,2.869,Foul,35,gid_2016_06_26_lanmlb_pitmlb_1,93.1,161.823,2247.465,3.53,10.72,S,Clayton Kershaw,Single,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.162,2.989,"In play, no out",35,gid_2016_06_26_lanmlb_pitmlb_1,92.3,166.703,2502.676,2.93,12.36,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.59,2.843,"In play, out(s)",36,gid_2016_06_26_lanmlb_pitmlb_1,93.1,168.98,2282.171,2.21,11.33,X,Clayton Kershaw,Sac Bunt,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.87,1.713,"In play, out(s)",37,gid_2016_06_26_lanmlb_pitmlb_1,89.3,184.061,1010.861,-0.37,5.21,X,Clayton Kershaw,Single,L,Slider,FALSE,TRUE,FALSE,TRUE
SL,0.655,3.076,Swinging Strike,43,gid_2016_06_26_lanmlb_pitmlb_1,87.4,185.647,1017.776,-0.53,5.29,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,-0.059,2.87,Foul,44,gid_2016_06_26_lanmlb_pitmlb_1,72.5,0.893,1686.029,0.17,-10.9,S,Clayton Kershaw,Strikeout,R,Curve Ball,TRUE,FALSE,FALSE,TRUE
FF,0.624,2.453,Foul,44,gid_2016_06_26_lanmlb_pitmlb_1,92.8,171.279,2133.618,1.63,10.55,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,0.718,2.134,Swinging Strike,45,gid_2016_06_26_lanmlb_pitmlb_1,88.3,194.098,659.777,-0.85,3.35,S,Clayton Kershaw,Groundout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.168,2.672,Foul,45,gid_2016_06_26_lanmlb_pitmlb_1,92.9,170.765,2163.657,1.75,10.73,S,Clayton Kershaw,Groundout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,0.614,1.553,"In play, out(s)",45,gid_2016_06_26_lanmlb_pitmlb_1,86.9,225.683,567.383,-2.19,2.1,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,-0.613,1.452,Swinging Strike,49,gid_2016_06_26_lanmlb_pitmlb_1,87.2,177.268,910.611,0.23,4.82,S,Clayton Kershaw,Single,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.141,1.997,"In play, no out",49,gid_2016_06_26_lanmlb_pitmlb_1,85.2,279.986,449.499,-2.41,-0.47,X,Clayton Kershaw,Single,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,0.08,2.965,"In play, out(s)",50,gid_2016_06_26_lanmlb_pitmlb_1,87.7,189.997,313.315,-0.29,1.61,X,Clayton Kershaw,Flyout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-1.036,2.287,"In play, no out",51,gid_2016_06_26_lanmlb_pitmlb_1,93,179.322,2235.598,0.13,11.22,X,Clayton Kershaw,Double,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-1.228,1.38,Foul,53,gid_2016_06_26_lanmlb_pitmlb_1,90.3,190.55,989.404,-0.94,5.02,S,Clayton Kershaw,Strikeout,L,Slider,TRUE,FALSE,FALSE,TRUE
SL,-1.095,1.763,Foul,53,gid_2016_06_26_lanmlb_pitmlb_1,89.9,199.46,1045.14,-1.79,5.03,S,Clayton Kershaw,Strikeout,L,Slider,TRUE,FALSE,FALSE,TRUE
FF,-0.141,2.757,Swinging Strike,53,gid_2016_06_26_lanmlb_pitmlb_1,93.9,173.215,2566.701,1.51,12.69,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,0.222,2.836,Swinging Strike,1,gid_2016_05_01_sdnmlb_lanmlb_1,92.6,183.52,2453.465,-0.76,12.39,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,0.203,2.595,Swinging Strike,1,gid_2016_05_01_sdnmlb_lanmlb_1,92.2,178.174,2589.603,0.42,13.1,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.828,1.389,Foul,2,gid_2016_05_01_sdnmlb_lanmlb_1,88.4,253.52,933.124,-4.71,1.35,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-1.173,1.426,Swinging Strike,2,gid_2016_05_01_sdnmlb_lanmlb_1,86.7,268.582,641.425,-3.44,0.04,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.773,2.167,Swinging Strike,3,gid_2016_05_01_sdnmlb_lanmlb_1,88.3,212.161,925.749,-2.62,4.12,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,0.26,3.575,Swinging Strike,3,gid_2016_05_01_sdnmlb_lanmlb_1,72,2.036,1516.039,0.35,-9.97,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
FF,-0.002,3.071,Swinging Strike,7,gid_2016_05_01_sdnmlb_lanmlb_1,91.7,172.391,2292.03,1.55,11.55,S,Clayton Kershaw,Strikeout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-1.003,1.988,Swinging Strike,7,gid_2016_05_01_sdnmlb_lanmlb_1,88.8,219.336,1327.673,-4.46,5.39,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.394,3.07,Foul,8,gid_2016_05_01_sdnmlb_lanmlb_1,92.9,178.414,2269.717,0.31,11.27,S,Clayton Kershaw,Groundout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,-0.513,1.533,Foul,8,gid_2016_05_01_sdnmlb_lanmlb_1,73.7,351.728,1785.216,-1.65,-11.38,S,Clayton Kershaw,Groundout,R,Curve Ball,TRUE,FALSE,FALSE,TRUE
SL,-0.879,2.536,Foul,8,gid_2016_05_01_sdnmlb_lanmlb_1,87,242.662,981.222,-4.66,2.36,S,Clayton Kershaw,Groundout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.578,1.778,"In play, out(s)",8,gid_2016_05_01_sdnmlb_lanmlb_1,93.9,171.807,2661.932,1.89,13.06,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.697,1.857,Swinging Strike,13,gid_2016_05_01_sdnmlb_lanmlb_1,88.3,193.486,915.343,-1.1,4.56,S,Clayton Kershaw,Groundout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.292,2.707,Swinging Strike,13,gid_2016_05_01_sdnmlb_lanmlb_1,88.1,227.098,1024.018,-3.92,3.6,S,Clayton Kershaw,Groundout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,-0.161,2.319,"In play, out(s)",13,gid_2016_05_01_sdnmlb_lanmlb_1,72.9,350.347,1724.625,-1.86,-11.02,X,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-0.346,1.622,"In play, out(s)",14,gid_2016_05_01_sdnmlb_lanmlb_1,92.8,170.119,2860.453,2.48,14.22,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.816,1.745,"In play, out(s)",15,gid_2016_05_01_sdnmlb_lanmlb_1,92.8,178.438,2433.921,0.33,12.18,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.189,3.212,Swinging Strike,20,gid_2016_05_01_sdnmlb_lanmlb_1,92.7,183.226,2371.688,-0.67,11.88,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-1.374,1.915,Swinging Strike,20,gid_2016_05_01_sdnmlb_lanmlb_1,87.7,244.053,1020.251,-4.82,2.3,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.54,2.657,Swinging Strike,20,gid_2016_05_01_sdnmlb_lanmlb_1,89.2,187.052,1342.093,-0.86,6.94,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.452,2.602,Swinging Strike,21,gid_2016_05_01_sdnmlb_lanmlb_1,89.4,205.315,1064.375,-2.38,4.98,S,Clayton Kershaw,Groundout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,-0.742,2.327,Foul,21,gid_2016_05_01_sdnmlb_lanmlb_1,73.6,352.902,1634.663,-1.3,-10.47,S,Clayton Kershaw,Groundout,R,Curve Ball,TRUE,FALSE,FALSE,TRUE
SL,0.645,2.219,Foul,21,gid_2016_05_01_sdnmlb_lanmlb_1,89.1,189.95,1441.893,-1.3,7.39,S,Clayton Kershaw,Groundout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.91,2.189,"In play, out(s)",21,gid_2016_05_01_sdnmlb_lanmlb_1,87.6,194.109,797.878,-1.02,4.03,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-1.118,2.509,"In play, out(s)",22,gid_2016_05_01_sdnmlb_lanmlb_1,93.1,176.993,2527.871,0.67,12.75,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.388,1.83,Foul,26,gid_2016_05_01_sdnmlb_lanmlb_1,87.6,231.624,780.802,-3.24,2.52,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,-0.783,3.304,"In play, out(s)",27,gid_2016_05_01_sdnmlb_lanmlb_1,93.1,181.791,2190.492,-0.34,10.81,X,Clayton Kershaw,Pop Out,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.045,3.108,Foul,28,gid_2016_05_01_sdnmlb_lanmlb_1,86.9,200.409,1211.393,-2.3,6.14,S,Clayton Kershaw,Single,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-1.112,1.62,Swinging Strike,28,gid_2016_05_01_sdnmlb_lanmlb_1,87.9,245.172,666.366,-3.17,1.42,S,Clayton Kershaw,Single,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-1.016,1.82,Foul,28,gid_2016_05_01_sdnmlb_lanmlb_1,86.9,227.602,878.551,-3.46,3.11,S,Clayton Kershaw,Single,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.529,2.901,"In play, out(s)",28,gid_2016_05_01_sdnmlb_lanmlb_1,93.1,186.844,2675.188,-1.62,13.47,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-1.306,1.088,Swinging Strike,34,gid_2016_05_01_sdnmlb_lanmlb_1,85.9,236.144,797.43,-3.53,2.32,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.082,1.184,Swinging Strike,34,gid_2016_05_01_sdnmlb_lanmlb_1,87.1,237.784,1422.616,-6.36,3.96,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.514,1.818,"In play, out(s)",35,gid_2016_05_01_sdnmlb_lanmlb_1,93.2,188.23,1981.057,-1.41,9.68,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-1.45,1.877,Foul,36,gid_2016_05_01_sdnmlb_lanmlb_1,92.3,188.728,2335.872,-1.8,11.66,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.88,3.771,Swinging Strike,36,gid_2016_05_01_sdnmlb_lanmlb_1,91.6,192.384,2076.147,-2.3,10.44,S,Clayton Kershaw,Strikeout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.982,2.754,Swinging Strike,40,gid_2016_05_01_sdnmlb_lanmlb_1,92,188.658,2366.321,-1.81,11.83,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.469,1.843,Foul Tip,40,gid_2016_05_01_sdnmlb_lanmlb_1,92.9,178.192,2408.027,0.39,12.2,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.806,1.612,Swinging Strike,41,gid_2016_05_01_sdnmlb_lanmlb_1,87.6,217.314,1161.801,-3.79,4.93,S,Clayton Kershaw,Single,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.307,2.32,"In play, no out",41,gid_2016_05_01_sdnmlb_lanmlb_1,88.7,212.427,1495.028,-4.23,6.61,X,Clayton Kershaw,Single,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.674,2.395,"In play, no out",42,gid_2016_05_01_sdnmlb_lanmlb_1,94,187.854,2266.008,-1.55,11.22,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.644,2.458,Foul,43,gid_2016_05_01_sdnmlb_lanmlb_1,93.5,179.735,1868.308,0.04,9.33,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.343,2.536,Swinging Strike,43,gid_2016_05_01_sdnmlb_lanmlb_1,88.1,215.203,1141.059,-3.48,4.89,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.037,2.812,Swinging Strike,43,gid_2016_05_01_sdnmlb_lanmlb_1,89.2,198.854,1089.6,-1.84,5.34,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.755,2.687,"In play, out(s)",44,gid_2016_05_01_sdnmlb_lanmlb_1,93.2,175.9,2215.061,0.79,10.98,X,Clayton Kershaw,Flyout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.73,2.104,Foul,48,gid_2016_05_01_sdnmlb_lanmlb_1,87.7,226.66,1226.029,-4.69,4.38,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
